Sat Apr 11 15:17:31 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 550.54.14              Driver Version: 550.54.14      CUDA Version: 12.4     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA L4                      Off |   00000000:41:00.0 Off |                    0 |
| N/A   33C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
|   1  NVIDIA L4                      Off |   00000000:81:00.0 Off |                    0 |
| N/A   34C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Evaluation return: -14.62, best: -inf
Evaluation return: 251.00, best: 314.21
Evaluation return: 253.20, best: 314.21
Evaluation return: 262.39, best: 314.21
Evaluation return: 258.82, best: 314.21
Evaluation return: 261.77, best: 314.21
Evaluation return: 260.81, best: 314.21
Evaluation return: 259.96, best: 314.21
Evaluation return: 265.36, best: 314.21
Evaluation return: 258.82, best: 314.21
Evaluation return: 255.78, best: 314.21
Evaluation return: 264.71, best: 314.21
Evaluation return: 266.51, best: 314.21
Evaluation return: 261.83, best: 314.21
Evaluation return: 271.95, best: 314.21
Evaluation return: 265.21, best: 314.21
Evaluation return: 266.61, best: 314.21
Evaluation return: 267.39, best: 314.21
Evaluation return: 261.21, best: 314.21
Evaluation return: 264.49, best: 314.21
Evaluation return: 265.19, best: 314.21
Evaluation return: 259.66, best: 314.21
Evaluation return: 257.54, best: 314.21
Evaluation return: 264.55, best: 314.21
Evaluation return: 255.67, best: 314.21
Evaluation return: 263.47, best: 314.21
Evaluation return: 266.26, best: 314.21
Evaluation return: 270.02, best: 314.21
Evaluation return: 275.23, best: 314.21
Evaluation return: 272.05, best: 314.21
Evaluation return: 271.64, best: 314.21
Evaluation return: 271.07, best: 314.21
Evaluation return: 271.53, best: 314.21
Evaluation return: 263.51, best: 314.21
Evaluation return: 269.63, best: 314.21
Evaluation return: 266.86, best: 314.21
Evaluation return: 263.83, best: 314.21
Evaluation return: 259.53, best: 314.21
Evaluation return: 259.20, best: 314.21
Evaluation return: 254.84, best: 314.21
Evaluation return: 256.40, best: 314.21
Evaluation return: 243.17, best: 314.21
Evaluation return: 242.88, best: 314.21
Evaluation return: 245.61, best: 314.21
Evaluation return: 241.01, best: 314.21
Evaluation return: 245.08, best: 314.21
Evaluation return: 250.01, best: 314.21
Evaluation return: 252.04, best: 314.21
Evaluation return: 253.59, best: 314.21
Evaluation return: 261.52, best: 314.21
Evaluation return: 262.58, best: 314.21
Evaluation return: 280.83, best: 314.21
Evaluation return: 276.34, best: 314.21
Evaluation return: 279.76, best: 314.21
Evaluation return: 289.55, best: 314.21
Evaluation return: 283.98, best: 314.21
Evaluation return: 277.48, best: 314.21
Evaluation return: 274.17, best: 314.21
Evaluation return: 268.88, best: 314.21
Evaluation return: 270.18, best: 314.21
Evaluation return: 268.11, best: 314.21
Evaluation return: 262.25, best: 314.21
Evaluation return: 261.56, best: 314.21
Evaluation return: 257.61, best: 314.21
Evaluation return: 250.81, best: 314.21
Evaluation return: 253.83, best: 314.21
Evaluation return: 260.41, best: 314.21
Evaluation return: 264.06, best: 314.21
Evaluation return: 263.39, best: 314.21
Evaluation return: 262.45, best: 314.21
Evaluation return: 263.87, best: 314.21
Evaluation return: 261.21, best: 314.21
Evaluation return: 264.62, best: 314.21
Evaluation return: 267.71, best: 314.21
Evaluation return: 268.74, best: 314.21
Evaluation return: 271.82, best: 314.21
Evaluation return: 269.16, best: 314.21
Evaluation return: 269.53, best: 314.21
Evaluation return: 274.16, best: 314.21
Evaluation return: 276.48, best: 314.21
Evaluation return: 273.06, best: 314.21
Evaluation return: 275.09, best: 314.21
Evaluation return: 279.94, best: 314.21
Evaluation return: 280.55, best: 314.21
Evaluation return: 280.29, best: 314.21
Evaluation return: 278.15, best: 314.21
Evaluation return: 276.07, best: 314.21
Evaluation return: 273.11, best: 314.21
Evaluation return: 277.38, best: 314.21
Evaluation return: 272.45, best: 314.21
Evaluation return: 277.24, best: 314.21
Evaluation return: 282.24, best: 314.21
Evaluation return: 277.41, best: 314.21
Evaluation return: 279.42, best: 314.21
Evaluation return: 284.55, best: 314.21
Evaluation return: 285.65, best: 314.21
Evaluation return: 290.29, best: 314.21
Evaluation return: 294.59, best: 314.21
Evaluation return: 284.06, best: 314.21
Evaluation return: 285.24, best: 314.21
Evaluation return: 285.14, best: 314.21
Evaluation return: 287.73, best: 314.21
Evaluation return: 285.39, best: 314.21
Evaluation return: 273.49, best: 314.21
Evaluation return: 272.89, best: 314.21
Evaluation return: 275.53, best: 314.21
Evaluation return: 275.52, best: 314.21
Evaluation return: 274.85, best: 314.21
Evaluation return: 277.87, best: 314.21
Evaluation return: 273.99, best: 314.21
Evaluation return: 271.64, best: 314.21
Evaluation return: 268.32, best: 314.21
Evaluation return: 270.36, best: 314.21
Evaluation return: 280.65, best: 314.21
Evaluation return: 275.09, best: 314.21
Evaluation return: 272.53, best: 314.21
Evaluation return: 269.02, best: 314.21
Evaluation return: 269.93, best: 314.21
Evaluation return: 273.89, best: 314.21
Evaluation return: 275.68, best: 314.21
Evaluation return: 273.50, best: 314.21
Evaluation return: 273.67, best: 314.21
Evaluation return: 273.26, best: 314.21
Evaluation return: 270.33, best: 314.21
Evaluation return: 272.62, best: 314.21
Evaluation return: 268.64, best: 314.21
Evaluation return: 267.12, best: 314.21
Evaluation return: 265.02, best: 314.21
Evaluation return: 260.98, best: 314.21
Evaluation return: 259.53, best: 314.21
Evaluation return: 256.97, best: 314.21
Evaluation return: 253.89, best: 314.21
Evaluation return: 249.54, best: 314.21
Evaluation return: 249.82, best: 314.21
Evaluation return: 253.58, best: 314.21
Evaluation return: 248.49, best: 314.21
Evaluation return: 244.31, best: 314.21
Evaluation return: 248.92, best: 314.21
Evaluation return: 254.06, best: 314.21
Evaluation return: 256.61, best: 314.21
Evaluation return: 261.84, best: 314.21
Evaluation return: 259.53, best: 314.21
Evaluation return: 262.54, best: 314.21
Evaluation return: 265.68, best: 314.21
Evaluation return: 266.90, best: 314.21
Evaluation return: 277.23, best: 314.21
Evaluation return: 282.55, best: 314.21
Evaluation return: 278.55, best: 314.21
Evaluation return: 277.75, best: 314.21
Evaluation return: 277.46, best: 314.21
Evaluation return: 277.47, best: 314.21
Evaluation return: 281.69, best: 314.21
Evaluation return: 279.68, best: 314.21
Evaluation return: 278.68, best: 314.21
Evaluation return: 273.40, best: 314.21
Evaluation return: 274.82, best: 314.21
Evaluation return: 271.16, best: 314.21
Evaluation return: 269.64, best: 314.21
Evaluation return: 269.41, best: 314.21
Evaluation return: 268.90, best: 314.21
Evaluation return: 267.74, best: 314.21
Evaluation return: 263.80, best: 314.21
Evaluation return: 269.86, best: 314.21
Evaluation return: 269.38, best: 314.21
Evaluation return: 273.10, best: 314.21
Evaluation return: 268.65, best: 314.21
Evaluation return: 276.21, best: 314.21
Evaluation return: 274.90, best: 314.21
Evaluation return: 274.09, best: 314.21
Evaluation return: 271.89, best: 314.21
Evaluation return: 272.71, best: 314.21
Evaluation return: 274.06, best: 314.21
Evaluation return: 275.41, best: 314.21
Evaluation return: 270.02, best: 314.21
Evaluation return: 262.29, best: 314.21
Evaluation return: 260.90, best: 314.21
Evaluation return: 259.78, best: 314.21
Evaluation return: 257.34, best: 314.21
Evaluation return: 258.36, best: 314.21
Evaluation return: 264.16, best: 314.21
Evaluation return: 267.65, best: 314.21
Evaluation return: 267.02, best: 314.21
Evaluation return: 264.88, best: 314.21
Evaluation return: 270.62, best: 314.21
Evaluation return: 275.54, best: 314.21
Evaluation return: 272.68, best: 314.21
Evaluation return: 269.71, best: 314.21
Evaluation return: 276.63, best: 314.21
Evaluation return: 271.65, best: 314.21
Evaluation return: 273.77, best: 314.21
Evaluation return: 271.00, best: 314.21
Evaluation return: 275.03, best: 314.21
Evaluation return: 273.05, best: 314.21
Evaluation return: 272.96, best: 314.21
Evaluation return: 277.23, best: 314.21
Evaluation return: 275.27, best: 314.21
Evaluation return: 271.17, best: 314.21
Evaluation return: 271.95, best: 314.21
Evaluation return: 280.24, best: 314.21
Evaluation return: 279.30, best: 314.21
Evaluation return: 273.16, best: 314.21
Evaluation return: 270.63, best: 314.21
Evaluation return: 272.62, best: 314.21
Evaluation return: 270.24, best: 314.21
Evaluation return: 264.22, best: 314.21
Evaluation return: 270.31, best: 314.21
Evaluation return: 272.08, best: 314.21
Evaluation return: 268.13, best: 314.21
Evaluation return: 259.61, best: 314.21
Evaluation return: 260.19, best: 314.21
Evaluation return: 265.08, best: 314.21
Evaluation return: 266.49, best: 314.21
Evaluation return: 259.78, best: 314.21
Evaluation return: 265.73, best: 314.21
Evaluation return: 265.23, best: 314.21
Evaluation return: 265.50, best: 314.21
Evaluation return: 268.76, best: 314.21
Evaluation return: 274.07, best: 314.21
Evaluation return: 282.47, best: 314.21
Evaluation return: 277.95, best: 314.21
Evaluation return: 275.15, best: 314.21
Evaluation return: 275.38, best: 314.21
Evaluation return: 282.44, best: 314.21
Evaluation return: 274.79, best: 314.21
Evaluation return: 280.41, best: 314.21
Evaluation return: 279.45, best: 314.21
Evaluation return: 277.81, best: 314.21
Evaluation return: 277.75, best: 314.21
Evaluation return: 265.88, best: 314.21
Evaluation return: 260.86, best: 314.21
Evaluation return: 259.91, best: 314.21
Evaluation return: 259.98, best: 314.21
Evaluation return: 260.19, best: 314.21
Evaluation return: 264.20, best: 314.21
Evaluation return: 257.13, best: 314.21
Evaluation return: 254.99, best: 314.21
Evaluation return: 256.83, best: 314.21
Evaluation return: 255.50, best: 314.21
Evaluation return: 261.21, best: 314.21
Evaluation return: 266.85, best: 314.21
Evaluation return: 274.89, best: 314.21
Evaluation return: 267.97, best: 314.21
Evaluation return: 267.18, best: 314.21
Evaluation return: 267.06, best: 314.21
Evaluation return: 268.14, best: 314.21
Evaluation return: 263.60, best: 314.21
Evaluation return: 260.80, best: 314.21
Evaluation return: 259.46, best: 314.21
Evaluation return: 260.11, best: 314.21
Evaluation return: 260.52, best: 314.21
Evaluation return: 253.72, best: 314.21
Evaluation return: 259.08, best: 314.21
Evaluation return: 262.83, best: 314.21
Evaluation return: 259.70, best: 314.21
Evaluation return: 261.26, best: 314.21
Evaluation return: 271.49, best: 314.21
Evaluation return: 272.24, best: 314.21
Evaluation return: 267.68, best: 314.21
Evaluation return: 270.96, best: 314.21
Evaluation return: 272.32, best: 314.21
Evaluation return: 279.01, best: 314.21
Evaluation return: 280.92, best: 314.21
Evaluation return: 281.20, best: 314.21
Evaluation return: 283.62, best: 314.21
Evaluation return: 288.97, best: 314.21
Evaluation return: 288.60, best: 314.21
Evaluation return: 290.28, best: 314.21
Evaluation return: 296.64, best: 314.21
Evaluation return: 292.70, best: 314.21
Evaluation return: 288.10, best: 314.21
Evaluation return: 285.40, best: 314.21
Evaluation return: 285.53, best: 314.21
Evaluation return: 282.99, best: 314.21
Evaluation return: 280.37, best: 314.21
Evaluation return: 276.21, best: 314.21
Evaluation return: 269.89, best: 314.21
Evaluation return: 266.10, best: 314.21
Evaluation return: 263.64, best: 314.21
Evaluation return: 269.87, best: 314.21
Evaluation return: 272.18, best: 314.21
Evaluation return: 271.49, best: 314.21
Evaluation return: 270.52, best: 314.21
Evaluation return: 268.31, best: 314.21
Evaluation return: 275.30, best: 314.21
Evaluation return: 273.93, best: 314.21
Evaluation return: 281.20, best: 314.21
Evaluation return: 286.88, best: 314.21
Evaluation return: 286.84, best: 314.21
Evaluation return: 281.57, best: 314.21
Evaluation return: 275.53, best: 314.21
Evaluation return: 275.25, best: 314.21
Evaluation return: 276.41, best: 314.21
Evaluation return: 280.99, best: 314.21
Evaluation return: 275.85, best: 314.21
Evaluation return: 276.10, best: 314.21
Evaluation return: 268.61, best: 314.21
Evaluation return: 268.40, best: 314.21
Evaluation return: 265.69, best: 314.21
Evaluation return: 265.26, best: 314.21
Evaluation return: 273.10, best: 314.21
Evaluation return: 272.30, best: 314.21
Evaluation return: 270.92, best: 314.21
Evaluation return: 262.04, best: 314.21
Evaluation return: 260.35, best: 314.21
Evaluation return: 261.64, best: 314.21
Evaluation return: 268.50, best: 314.21
Evaluation return: 264.88, best: 314.21
Evaluation return: 271.43, best: 314.21
Evaluation return: 270.53, best: 314.21
Evaluation return: 267.42, best: 314.21
Evaluation return: 266.00, best: 314.21
Evaluation return: 266.28, best: 314.21
Evaluation return: 266.17, best: 314.21
Evaluation return: 271.98, best: 314.21
Evaluation return: 273.61, best: 314.21
Evaluation return: 269.01, best: 314.21
Evaluation return: 274.25, best: 314.21
Evaluation return: 272.94, best: 314.21
Evaluation return: 277.11, best: 314.21
Evaluation return: 272.83, best: 314.21
Evaluation return: 278.62, best: 314.21
Evaluation return: 280.32, best: 314.21
Evaluation return: 286.81, best: 314.21
Evaluation return: 283.82, best: 314.21
Evaluation return: 282.88, best: 314.21
Evaluation return: 287.79, best: 314.21
Evaluation return: 281.86, best: 314.21
Evaluation return: 277.08, best: 314.21
Evaluation return: 272.70, best: 314.21
Evaluation return: 282.96, best: 314.21
Evaluation return: 281.52, best: 314.21
Evaluation return: 282.75, best: 314.21
Evaluation return: 285.21, best: 314.21
Evaluation return: 287.48, best: 314.21
Evaluation return: 283.47, best: 314.21
Evaluation return: 281.78, best: 314.21
Evaluation return: 287.95, best: 314.21
Evaluation return: 289.92, best: 314.21
Evaluation return: 296.73, best: 314.21
Evaluation return: 294.46, best: 314.21
Evaluation return: 289.22, best: 314.21
Evaluation return: 286.12, best: 314.21
Evaluation return: 281.40, best: 314.21
Evaluation return: 280.69, best: 314.21
Evaluation return: 281.59, best: 314.21
Evaluation return: 279.88, best: 314.21
Evaluation return: 279.55, best: 314.21
Evaluation return: 275.30, best: 314.21
Evaluation return: 268.27, best: 314.21
Evaluation return: 268.56, best: 314.21
Evaluation return: 268.46, best: 314.21
Evaluation return: 271.28, best: 314.21
Evaluation return: 273.01, best: 314.21
Evaluation return: 273.29, best: 314.21
Evaluation return: 275.77, best: 314.21
Evaluation return: 278.81, best: 314.21
Evaluation return: 279.03, best: 314.21
Evaluation return: 282.52, best: 314.21
Evaluation return: 288.56, best: 314.21
Evaluation return: 284.31, best: 314.21
Evaluation return: 284.55, best: 314.21
Evaluation return: 285.06, best: 314.21
Evaluation return: 285.16, best: 314.21
Evaluation return: 282.44, best: 314.21
Evaluation return: 277.37, best: 314.21
Evaluation return: 279.28, best: 314.21
Evaluation return: 271.10, best: 314.21
Evaluation return: 275.61, best: 314.21
Evaluation return: 275.29, best: 314.21
Evaluation return: 281.49, best: 314.21
Evaluation return: 284.66, best: 314.21
Evaluation return: 286.18, best: 314.21
Evaluation return: 285.87, best: 314.21
Evaluation return: 289.15, best: 314.21
Evaluation return: 295.93, best: 314.21
Evaluation return: 292.36, best: 314.21
Evaluation return: 292.71, best: 314.21
Evaluation return: 290.09, best: 314.21
Evaluation return: 284.66, best: 314.21
Evaluation return: 284.84, best: 314.21
Evaluation return: 284.59, best: 314.21
Evaluation return: 280.36, best: 314.21
Evaluation return: 274.45, best: 314.21
Evaluation return: 270.75, best: 314.21
Evaluation return: 271.75, best: 314.21
Evaluation return: 273.48, best: 314.21
Evaluation return: 278.36, best: 314.21
Evaluation return: 281.10, best: 314.21
Evaluation return: 287.01, best: 314.21
Evaluation return: 280.97, best: 314.21
Evaluation return: 284.62, best: 314.21
Evaluation return: 280.39, best: 314.21
Evaluation return: 288.05, best: 314.21
Evaluation return: 284.61, best: 314.21
Evaluation return: 278.71, best: 314.21
Evaluation return: 276.07, best: 314.21
Evaluation return: 279.13, best: 314.21
Evaluation return: 273.95, best: 314.21
Evaluation return: 264.27, best: 314.21
Evaluation return: 270.10, best: 314.21
Evaluation return: 270.13, best: 314.21
Evaluation return: 275.00, best: 314.21
Evaluation return: 274.70, best: 314.21
Evaluation return: 281.12, best: 314.21
Evaluation return: 280.33, best: 314.21
Evaluation return: 280.06, best: 314.21
Evaluation return: 275.18, best: 314.21
Evaluation return: 275.91, best: 314.21
Evaluation return: 273.18, best: 314.21
Evaluation return: 273.36, best: 314.21
Evaluation return: 268.72, best: 314.21
Evaluation return: 272.33, best: 314.21
Evaluation return: 272.83, best: 314.21
Evaluation return: 273.22, best: 314.21
Evaluation return: 275.46, best: 314.21
Evaluation return: 275.77, best: 314.21
Evaluation return: 277.67, best: 314.21
Evaluation return: 279.18, best: 314.21
Evaluation return: 292.28, best: 314.21
Evaluation return: 292.17, best: 314.21
Evaluation return: 289.22, best: 314.21
Evaluation return: 289.29, best: 314.21
Evaluation return: 282.07, best: 314.21
Evaluation return: 282.56, best: 314.21
Evaluation return: 283.53, best: 314.21
Evaluation return: 279.81, best: 314.21
Evaluation return: 274.69, best: 314.21
Evaluation return: 274.35, best: 314.21
Evaluation return: 270.77, best: 314.21
Evaluation return: 267.18, best: 314.21
Evaluation return: 266.49, best: 314.21
Evaluation return: 264.69, best: 314.21
Evaluation return: 267.75, best: 314.21
Evaluation return: 263.74, best: 314.21
Evaluation return: 268.53, best: 314.21
Evaluation return: 266.30, best: 314.21
Evaluation return: 271.96, best: 314.21
Evaluation return: 275.32, best: 314.21
Evaluation return: 276.56, best: 314.21
Evaluation return: 273.33, best: 314.21
Evaluation return: 279.43, best: 314.21
Evaluation return: 277.43, best: 314.21
Evaluation return: 267.97, best: 314.21
Evaluation return: 264.91, best: 314.21
Evaluation return: 259.41, best: 314.21
Evaluation return: 263.45, best: 314.21
Evaluation return: 260.02, best: 314.21
Evaluation return: 254.93, best: 314.21
Evaluation return: 254.12, best: 314.21
Evaluation return: 260.81, best: 314.21
Evaluation return: 258.91, best: 314.21
Evaluation return: 259.87, best: 314.21
Evaluation return: 274.75, best: 314.21
Evaluation return: 283.46, best: 314.21
Evaluation return: 287.22, best: 314.21
Evaluation return: 282.62, best: 314.21
Evaluation return: 288.22, best: 314.21
Evaluation return: 291.06, best: 314.21
Evaluation return: 286.03, best: 314.21
Evaluation return: 282.73, best: 314.21
Evaluation return: 281.25, best: 314.21
Evaluation return: 277.10, best: 314.21
Evaluation return: 269.42, best: 314.21
Evaluation return: 269.40, best: 314.21
Evaluation return: 267.19, best: 314.21
Evaluation return: 269.61, best: 314.21
Evaluation return: 269.65, best: 314.21
Evaluation return: 272.02, best: 314.21
Evaluation return: 270.03, best: 314.21
Evaluation return: 273.52, best: 314.21
Evaluation return: 270.73, best: 314.21
Evaluation return: 276.09, best: 314.21
Evaluation return: 283.87, best: 314.21
Evaluation return: 274.83, best: 314.21
Evaluation return: 274.17, best: 314.21
Evaluation return: 282.67, best: 314.21
Evaluation return: 279.39, best: 314.21
Evaluation return: 274.01, best: 314.21
Evaluation return: 272.98, best: 314.21
Evaluation return: 260.73, best: 314.21
Evaluation return: 263.04, best: 314.21
Evaluation return: 254.97, best: 314.21
Evaluation return: 248.48, best: 314.21
Evaluation return: 251.27, best: 314.21
Evaluation return: 249.41, best: 314.21
Evaluation return: 245.06, best: 314.21
Evaluation return: 241.07, best: 314.21
Evaluation return: 241.14, best: 314.21
Evaluation return: 244.00, best: 314.21
Evaluation return: 250.66, best: 314.21
Evaluation return: 256.57, best: 314.21
Evaluation return: 260.37, best: 314.21
Evaluation return: 265.31, best: 314.21
Evaluation return: 261.15, best: 314.21
Evaluation return: 264.93, best: 314.21
Evaluation return: 266.13, best: 314.21
Evaluation return: 263.62, best: 314.21
Evaluation return: 267.43, best: 314.21
Evaluation return: 273.03, best: 314.21
Evaluation return: 277.25, best: 314.21
Evaluation return: 274.45, best: 314.21
Evaluation return: 275.40, best: 314.21
Evaluation return: 271.22, best: 314.21
Evaluation return: 278.89, best: 314.21
Evaluation return: 271.70, best: 314.21
Evaluation return: 264.88, best: 314.21
Evaluation return: 271.93, best: 314.21
Evaluation return: 269.95, best: 314.21
Evaluation return: 271.30, best: 314.21
Evaluation return: 268.09, best: 314.21
Evaluation return: 266.46, best: 314.21
Evaluation return: 268.03, best: 314.21
Evaluation return: 266.81, best: 314.21
Evaluation return: 267.49, best: 314.21
Evaluation return: 266.17, best: 314.21
Evaluation return: 276.05, best: 314.21
Evaluation return: 278.90, best: 314.21
Evaluation return: 276.08, best: 314.21
Evaluation return: 277.68, best: 314.21
Evaluation return: 280.79, best: 314.21
Evaluation return: 281.66, best: 314.21
Evaluation return: 284.08, best: 314.21
Evaluation return: 290.81, best: 314.21
Evaluation return: 292.55, best: 314.21
Evaluation return: 298.38, best: 314.21
Evaluation return: 291.58, best: 314.21
Evaluation return: 291.32, best: 314.21
Evaluation return: 294.04, best: 314.21
Evaluation return: 285.31, best: 314.21
Evaluation return: 280.14, best: 314.21
Evaluation return: 277.93, best: 314.21
Evaluation return: 276.22, best: 314.21
Evaluation return: 262.42, best: 314.21
Evaluation return: 261.07, best: 314.21
Evaluation return: 257.68, best: 314.21
Evaluation return: 262.48, best: 314.21
Evaluation return: 262.69, best: 314.21
Evaluation return: 262.91, best: 314.21
Evaluation return: 260.57, best: 314.21
Evaluation return: 260.81, best: 314.21
Evaluation return: 262.21, best: 314.21
Evaluation return: 264.79, best: 314.21
Evaluation return: 272.92, best: 314.21
Evaluation return: 274.35, best: 314.21
Evaluation return: 279.37, best: 314.21
Evaluation return: 276.62, best: 314.21
Evaluation return: 272.41, best: 314.21
Evaluation return: 268.68, best: 314.21
Evaluation return: 274.81, best: 314.21
Evaluation return: 271.00, best: 314.21
Evaluation return: 271.72, best: 314.21
Evaluation return: 270.12, best: 314.21
Evaluation return: 275.87, best: 314.21
Evaluation return: 270.91, best: 314.21
Evaluation return: 270.06, best: 314.21
Evaluation return: 269.43, best: 314.21
Evaluation return: 273.58, best: 314.21
Evaluation return: 276.61, best: 314.21
Evaluation return: 281.56, best: 314.21
Evaluation return: 291.71, best: 314.21
Evaluation return: 285.48, best: 314.21
Evaluation return: 287.12, best: 314.21
Evaluation return: 282.28, best: 314.21
Evaluation return: 285.52, best: 314.21
Evaluation return: 286.16, best: 314.21
Evaluation return: 285.07, best: 314.21
Evaluation return: 283.24, best: 314.21
Evaluation return: 278.99, best: 314.21
Evaluation return: 275.46, best: 314.21
Evaluation return: 275.35, best: 314.21
Evaluation return: 280.69, best: 314.21
Evaluation return: 275.41, best: 314.21
Evaluation return: 280.27, best: 314.21
Evaluation return: 280.11, best: 314.21
Evaluation return: 273.94, best: 314.21
Evaluation return: 278.27, best: 314.21
Evaluation return: 280.11, best: 314.21
Evaluation return: 283.38, best: 314.21
Evaluation return: 281.90, best: 314.21
Evaluation return: 276.36, best: 314.21
Evaluation return: 277.29, best: 314.21
Evaluation return: 275.98, best: 314.21
Evaluation return: 275.92, best: 314.21
Evaluation return: 268.61, best: 314.21
Evaluation return: 278.80, best: 314.21
Evaluation return: 277.75, best: 314.21
Evaluation return: 273.94, best: 314.21
Evaluation return: 269.97, best: 314.21
Evaluation return: 274.93, best: 314.21
Evaluation return: 271.76, best: 314.21
Evaluation return: 270.20, best: 314.21
Evaluation return: 271.70, best: 314.21
Evaluation return: 269.17, best: 314.21
Evaluation return: 278.36, best: 314.21
Evaluation return: 273.41, best: 314.21
Evaluation return: 275.52, best: 314.21
Evaluation return: 275.70, best: 314.21
Evaluation return: 282.59, best: 314.21
Evaluation return: 273.52, best: 314.21
Evaluation return: 279.61, best: 314.21
Evaluation return: 281.76, best: 314.21
Evaluation return: 283.86, best: 314.21
Evaluation return: 283.50, best: 314.21
Evaluation return: 280.35, best: 314.21
Evaluation return: 281.95, best: 314.21
Evaluation return: 280.40, best: 314.21
Evaluation return: 274.56, best: 314.21
Evaluation return: 272.53, best: 314.21
Evaluation return: 279.80, best: 314.21
Evaluation return: 277.27, best: 314.21
Evaluation return: 280.57, best: 314.21
Evaluation return: 283.42, best: 314.21
Evaluation return: 280.95, best: 314.21
Evaluation return: 284.09, best: 314.21
Evaluation return: 284.13, best: 314.21
Evaluation return: 281.92, best: 314.21
Evaluation return: 283.79, best: 314.21
Evaluation return: 284.39, best: 314.21
Evaluation return: 282.56, best: 314.21
Evaluation return: 281.52, best: 314.21
Evaluation return: 279.10, best: 314.21
Evaluation return: 279.31, best: 314.21
Evaluation return: 284.75, best: 314.21
Evaluation return: 283.65, best: 314.21
Evaluation return: 286.91, best: 314.21
Evaluation return: 291.86, best: 314.21
Evaluation return: 289.06, best: 314.21
Evaluation return: 289.46, best: 314.21
Evaluation return: 289.10, best: 314.21
Evaluation return: 292.88, best: 314.21
Evaluation return: 295.19, best: 314.21
Evaluation return: 290.62, best: 314.21
Evaluation return: 290.75, best: 314.21
Evaluation return: 280.06, best: 314.21
Evaluation return: 275.04, best: 314.21
Evaluation return: 264.13, best: 314.21
Evaluation return: 273.24, best: 314.21
Evaluation return: 271.75, best: 314.21
Evaluation return: 268.78, best: 314.21
Evaluation return: 263.77, best: 314.21
Evaluation return: 259.38, best: 314.21
Evaluation return: 256.22, best: 314.21
Evaluation return: 253.04, best: 314.21
Evaluation return: 259.85, best: 314.21
Evaluation return: 259.37, best: 314.21
Evaluation return: 264.75, best: 314.21
Evaluation return: 263.23, best: 314.21
Evaluation return: 265.71, best: 314.21
Evaluation return: 270.14, best: 314.21
Evaluation return: 272.97, best: 314.21
Evaluation return: 274.02, best: 314.21
Evaluation return: 274.51, best: 314.21
Evaluation return: 277.58, best: 314.21
Evaluation return: 279.01, best: 314.21
Evaluation return: 271.43, best: 314.21
Evaluation return: 273.31, best: 314.21
Evaluation return: 270.46, best: 314.21
Evaluation return: 269.71, best: 314.21
Evaluation return: 268.23, best: 314.21
Evaluation return: 273.05, best: 314.21
Evaluation return: 271.23, best: 314.21
Evaluation return: 274.47, best: 314.21
Evaluation return: 274.44, best: 314.21
Evaluation return: 270.85, best: 314.21
Evaluation return: 283.85, best: 314.21
Evaluation return: 287.18, best: 314.21
Evaluation return: 289.98, best: 314.21
Evaluation return: 292.69, best: 314.21
Evaluation return: 296.70, best: 314.21
Evaluation return: 291.40, best: 314.21
Evaluation return: 290.16, best: 314.21
Evaluation return: 290.93, best: 314.21
Evaluation return: 290.91, best: 314.21
Evaluation return: 291.57, best: 314.21
Evaluation return: 284.86, best: 314.21
Evaluation return: 284.92, best: 314.21
Evaluation return: 285.91, best: 314.21
Evaluation return: 282.75, best: 314.21
Evaluation return: 277.36, best: 314.21
Evaluation return: 282.57, best: 314.21
Evaluation return: 283.40, best: 314.21
Evaluation return: 285.22, best: 314.21
Evaluation return: 274.97, best: 314.21
Evaluation return: 272.80, best: 314.21
Evaluation return: 273.29, best: 314.21
Evaluation return: 267.50, best: 314.21
Evaluation return: 268.12, best: 314.21
Evaluation return: 268.98, best: 314.21
Evaluation return: 270.16, best: 314.21
Evaluation return: 264.76, best: 314.21
Evaluation return: 267.67, best: 314.21
Evaluation return: 269.05, best: 314.21
Evaluation return: 279.34, best: 314.21
Evaluation return: 286.61, best: 314.21
Evaluation return: 292.78, best: 314.21
Evaluation return: 295.05, best: 314.21
Evaluation return: 296.30, best: 314.21
Evaluation return: 296.43, best: 314.21
Evaluation return: 296.95, best: 314.21
Evaluation return: 296.80, best: 314.21
Evaluation return: 285.27, best: 314.21
Evaluation return: 279.83, best: 314.21
Evaluation return: 276.82, best: 314.21
Evaluation return: 276.37, best: 314.21
Evaluation return: 269.41, best: 314.21
Evaluation return: 268.69, best: 314.21
